CustomerID,Products,City,SalesAmount,Month,Tax_Amount,Total_Price,Performance_Score
1559,Desktop Computer,Dallas,3013.979991195636,7,602.7959982391272,3616.7759894347632,0.05957578422381865
1580,Smartphone,San Francisco,2576.2795708549984,8,515.2559141709997,3091.5354850259982,0.05076492926506165
1734,Smartphone,Fort Worth,2016.154268951195,10,403.23085379023905,2419.3851227414343,0.03948967668485252
1949,Tablet,Phoenix,1835.5625690095708,6,367.1125138019142,2202.675082811485,0.03585438825240665
1931,Smartphone,Philadelphia,3566.959669327589,5,713.3919338655178,4280.351603193107,0.07070719628727747
1685,Tablet,Jacksonville,1493.2659966700232,11,298.6531993340047,1791.919196004028,0.02896400087417132
1992,Smartphone,Houston,3327.5565691582437,2,665.5113138316487,3993.067882989893,0.06588804169147587
1946,Tablet,San Jose,3411.2902802877034,10,682.2580560575407,4093.548336345244,0.06757359086994356
1543,Tablet,Jacksonville,4806.526697409043,9,961.3053394818086,5767.832036890852,0.09565952621098067
1504,Wireless Earbuds,Phoenix,1366.8352380459864,5,273.3670476091973,1640.2022856551837,0.02641896544629791
1132,External Hard Drive,Los Angeles,3411.2902802877034,9,682.2580560575407,4093.548336345244,0.06757359086994356
1730,External Hard Drive,Charlotte,1881.60098325136,10,376.320196650272,2257.921179901632,0.036781135798364895
1332,Drone,Seattle,1944.9954940091825,4,388.9990988018365,2333.994592811019,0.038057259406000084
1989,Smartwatch,Columbus,4130.899187281987,2,826.1798374563974,4957.079024738385,0.08205922856163675
1181,Gaming Console,San Diego,2691.253151081196,10,538.2506302162392,3229.503781297435,0.05307933311844078
1302,Drone,Jacksonville,3197.00144961367,8,639.400289922734,3836.401739536404,0.06325998339183977
1285,Smartwatch,Washington D.C.,4015.8200453936975,11,803.1640090787396,4818.9840544724375,0.0797426997651443
1394,Smartphone,New York City,1116.8722143343064,11,223.37444286686127,1340.2466572011676,0.02138724090451667
1773,Desktop Computer,Philadelphia,1013.1733142095968,10,202.63466284191935,1215.8079770515162,0.01929979495765105
1862,Tablet,Seattle,672.7185126860325,10,134.54370253720649,807.262215223239,0.012446482196603133
1327,Smartwatch,Dallas,3262.5191655728036,9,652.5038331145607,3915.022998687364,0.06457884685579467
1015,External Hard Drive,Los Angeles,3067.7004595007875,7,613.5400919001576,3681.240551400945,0.060657170561498726
1142,Gaming Console,San Antonio,114.64359811611529,5,22.92871962322306,137.57231773933836,0.0012125036581097696
1037,Gaming Console,Austin,3899.3971240857704,11,779.8794248171541,4679.276548902924,0.07739912085626272
1296,Drone,Dallas,386.9900644165097,8,77.39801288330194,464.3880772998117,0.006694804112003096
1805,External Hard Drive,Denver,1848.878359869109,5,369.77567197382183,2218.654031842931,0.03612243346431947
1816,Wireless Earbuds,Austin,1477.139001559494,4,295.4278003118988,1772.566801871393,0.028639366470738777
1247,Gaming Console,Columbus,3912.311146904457,4,782.4622293808915,4694.773376285349,0.07765907852754156
1712,Digital Camera,San Francisco,581.6514072697935,6,116.3302814539587,697.9816887237522,0.01061331270430091
1213,Smartphone,Philadelphia,3250.072461635986,11,650.0144923271973,3900.086953963183,0.06432829625541703
1576,Drone,Dallas,3411.2902802877034,7,682.2580560575407,4093.548336345244,0.06757359086994356
1907,Smartphone,Phoenix,3092.6478470260586,10,618.5295694052118,3711.17741643127,0.06115935836591985
1920,Laptop,Fort Worth,3394.0292409887825,2,678.8058481977565,4072.835089186539,0.06722612829821051
1761,External Hard Drive,Houston,4807.47866477079,12,961.495732954158,5768.974397724947,0.09567868919543314
1790,Laptop,Denver,4335.032409835204,11,867.0064819670408,5202.0388918022445,0.0861684049128505
1975,Digital Camera,San Antonio,4487.186719836171,6,897.4373439672341,5384.624063803405,0.08923125222683057
1399,Gaming Console,Seattle,3411.2902802877034,8,682.2580560575407,4093.548336345244,0.06757359086994356
1320,External Hard Drive,Austin,444.4436669819247,7,88.88873339638495,533.3324003783097,0.007851337977490321
1564,Tablet,Los Angeles,3424.222188262043,10,684.8444376524086,4109.066625914452,0.06783390856717864
1520,Smartwatch,New York City,3461.9993769303487,1,692.3998753860698,4154.399252316419,0.06859435867103507
1981,Digital Camera,Columbus,3411.2902802877034,10,682.2580560575407,4093.548336345244,0.06757359086994356
1982,Drone,Washington D.C.,1144.899385697259,1,228.97987713945184,1373.879262836711,0.021951424374093927
1414,Laptop,Washington D.C.,3411.2902802877034,12,682.2580560575407,4093.548336345244,0.06757359086994356
1862,External Hard Drive,Phoenix,1328.629811716089,8,265.7259623432178,1594.355774059307,0.025649894971638037
1690,External Hard Drive,San Antonio,784.9990458544758,5,156.99980917089516,941.9988550253707,0.014706675348049394
1565,Desktop Computer,Fort Worth,2261.0954242404487,8,452.2190848480898,2713.314509088538,0.044420311640616175
1051,Laptop,Seattle,2765.921482229619,2,553.1842964459238,3319.1057786755428,0.05458239732671637
1521,Smartphone,San Antonio,286.40173870095816,9,57.28034774019164,343.6820864411498,0.004669973640663364
1117,Gaming Console,Houston,1516.8862911386598,12,303.37725822773194,1820.263549366392,0.029439474460612753
1270,Wireless Earbuds,Fort Worth,3107.81714144852,9,621.563428289704,3729.380569738224,0.06146471437375501
1895,Tablet,Chicago,4938.222304186195,6,987.6444608372392,5925.866765023435,0.09831054237659448
1243,Digital Camera,Jacksonville,2531.3163557138896,2,506.263271142778,3037.5796268566673,0.049859825343115706
1446,Tablet,Seattle,3222.359101856317,8,644.4718203712634,3866.83092222758,0.06377042977393528
1008,Tablet,Seattle,535.0625590523009,7,107.01251181046018,642.0750708627611,0.009675484990952101
1703,Digital Camera,Chicago,3289.570670327637,2,657.9141340655274,3947.484804393164,0.06512339027804102
1373,Smartphone,Indianapolis,4138.533419569386,2,827.7066839138772,4966.240103483263,0.08221290470696324
1850,Desktop Computer,San Jose,3080.7795559405663,8,616.1559111881134,3696.93546712868,0.0609204511442151
1628,Desktop Computer,Columbus,921.5412895133514,9,184.3082579026703,1105.8495474160218,0.01745525371058636
1389,Gaming Console,Washington D.C.,4870.886408143547,2,974.1772816287094,5845.063689772256,0.09695507917395924
1789,Desktop Computer,Chicago,72.14101726353317,12,14.428203452706637,86.56922071623981,0.00035693199799232274
1920,Smartwatch,Charlotte,3411.2902802877034,10,682.2580560575407,4093.548336345244,0.06757359086994356
1610,Desktop Computer,Columbus,2037.688550039274,10,407.53771000785486,2445.226260047129,0.03992315908169489
1729,Tablet,Dallas,995.4907949720888,8,199.09815899441776,1194.5889539665066,0.018943848047237154
1888,Laptop,Phoenix,4153.437724158841,6,830.6875448317683,4984.125268990609,0.08251292650245667
1281,Smartwatch,Jacksonville,1504.512244891362,5,300.9024489782724,1805.4146938696344,0.029190386450477775
1749,Desktop Computer,Chicago,1163.540988147509,11,232.70819762950185,1396.249185777011,0.022326677510154744
1850,External Hard Drive,San Diego,3930.2861251807967,3,786.0572250361594,4716.343350216956,0.07802091260198997
1990,Laptop,Charlotte,1127.8529170384588,11,225.57058340769177,1353.423500446151,0.021608281082628047
1023,Smartwatch,Washington D.C.,571.5971759680295,5,114.31943519360593,685.9166111616355,0.010410922280154881
1111,Wireless Earbuds,Philadelphia,827.715690031544,5,165.54313800630882,993.2588280378528,0.015566556076233463
1968,Desktop Computer,Dallas,3411.2902802877034,1,682.2580560575407,4093.548336345244,0.06757359086994356
1382,External Hard Drive,Washington D.C.,1746.6117775578714,12,349.3223555115743,2095.9341330694456,0.03406381989668602
1321,Drone,Fort Worth,3363.218506399303,8,672.6437012798606,4035.862207679163,0.06660591204749411
1727,Drone,San Francisco,4005.61092046378,9,801.122184092756,4806.733104556536,0.07953719135155099
1436,Drone,Jacksonville,702.8946737663706,4,140.57893475327413,843.4736085196447,0.01305392456159796
1239,Desktop Computer,Indianapolis,3719.9204788962625,3,743.9840957792526,4463.904574675515,0.0737862783371297
1990,Laptop,Houston,378.8583278278624,5,75.77166556557249,454.6299933934349,0.006531113267041993
1917,Wireless Earbuds,San Diego,4569.766040639101,6,913.9532081278204,5483.719248766922,0.09089356367177055
1043,Gaming Console,Seattle,4922.718490394353,12,984.5436980788704,5907.262188473223,0.09799845253550821
1370,Tablet,Phoenix,4501.917584962703,11,900.3835169925405,5402.301101955243,0.08952778270753213
1696,Desktop Computer,Chicago,3775.3651642869736,7,755.0730328573948,4530.438197144368,0.07490237295004162
1769,External Hard Drive,Dallas,3559.1933627594763,3,711.8386725518953,4271.032035311371,0.07055086150312617
1929,Drone,New York City,70.32245737724323,5,14.064491475448646,84.38694885269187,0.00032032461392939563
1156,Smartphone,Chicago,3708.1659183141705,2,741.6331836628342,4449.799101977005,0.07354966049629662
1025,Tablet,Columbus,3753.402788732381,2,750.6805577464762,4504.0833464788575,0.0744602730648949
1000,Laptop,Columbus,1885.507465140127,11,377.1014930280254,2262.608958168152,0.03685977279234847
1004,Smartwatch,Dallas,4054.576311295427,11,810.9152622590855,4865.491573554513,0.08052285857179431
1043,Smartphone,Fort Worth,4800.871754314325,9,960.174350862865,5761.04610517719,0.09554569291064066
1051,Desktop Computer,Dallas,2157.834838591239,8,431.56696771824784,2589.401806309487,0.0423416889095632
1703,Gaming Console,Houston,3844.342411378323,1,768.8684822756646,4613.210893653988,0.07629087634490528
1590,Gaming Console,San Jose,3411.2902802877034,9,682.2580560575407,4093.548336345244,0.06757359086994356
1683,External Hard Drive,Philadelphia,260.382102175481,3,52.0764204350962,312.45852261057723,0.004146201597385136
1936,Smartwatch,San Jose,3181.591224249039,9,636.3182448498078,3817.909469098847,0.06294977747413959
1555,Smartwatch,Houston,2026.1423184338587,10,405.22846368677176,2431.3707821206303,0.039690734877221065
1242,Wireless Earbuds,Seattle,3411.2902802877034,1,682.2580560575407,4093.548336345244,0.06757359086994356
1065,Digital Camera,San Antonio,2505.2365897478912,3,501.04731794957826,3006.2839076974697,0.04933484290168714
1371,Smartphone,New York City,4124.801032355089,6,824.9602064710178,4949.761238826107,0.08193647346230394
1585,Drone,Seattle,4671.601864354107,12,934.3203728708216,5605.922237224929,0.09294350612250016
1605,Drone,Austin,1181.9284145788545,11,236.3856829157709,1418.3140974946257,0.02269681411460515
1373,Laptop,Chicago,3042.1227795965347,8,608.424555919307,3650.5473355158415,0.06014229504997306
1710,Wireless Earbuds,Houston,105.02865133613516,7,21.005730267227033,126.0343816033622,0.0010189559766872957
1431,Drone,New York City,3411.2902802877034,2,682.2580560575407,4093.548336345244,0.06757359086994356
1747,Desktop Computer,Washington D.C.,1622.6068723864057,10,324.52137447728114,1947.1282468636869,0.031567616596744244
1489,Tablet,San Diego,2752.374666005287,10,550.4749332010574,3302.8495992063445,0.05430970160297766
1723,Digital Camera,Indianapolis,299.4607355560518,3,59.89214711121036,359.3528826672622,0.004932849621242841
1184,Gaming Console,San Francisco,3477.933041963987,7,695.5866083927974,4173.519650356784,0.06891510136409336
1650,Smartphone,San Diego,3150.4145245485865,7,630.0829049097174,3780.497429458304,0.06232219439130949
1649,Smartwatch,New York City,4934.355487788801,4,986.8710975577602,5921.2265853465615,0.09823270384401306
1347,Smartphone,Houston,489.9605485934025,4,97.99210971868052,587.952658312083,0.00876758713654193
1270,Desktop Computer,Houston,3411.2902802877034,5,682.2580560575407,4093.548336345244,0.06757359086994356
1606,Digital Camera,Indianapolis,4638.182127372035,8,927.6364254744072,5565.818552846442,0.0922707709784953
1407,Wireless Earbuds,Los Angeles,3084.7232437719754,10,616.9446487543951,3701.6678925263705,0.06099983708919116
1873,Gaming Console,San Jose,2669.5317352831944,2,533.9063470566389,3203.4380823398333,0.0526420837231898
1462,External Hard Drive,San Diego,4932.335091748562,12,986.4670183497124,5918.802110098275,0.0981920335233039
1530,Smartwatch,Philadelphia,3411.2902802877034,3,682.2580560575407,4093.548336345244,0.06757359086994356
1358,Laptop,Los Angeles,2411.8719981817485,6,482.3743996363497,2894.246397818098,0.0474554252992716
1175,Wireless Earbuds,Phoenix,3037.201967885634,5,607.4403935771269,3644.642361462761,0.060043239722974845
1320,Digital Camera,Phoenix,1369.0217280789095,3,273.8043456157819,1642.826073694691,0.026462979218397697
1321,Laptop,New York City,3995.09920190001,4,799.019840380002,4794.119042280012,0.07932559176578734
1166,Laptop,Denver,1274.1265453373444,11,254.82530906746888,1528.9518544048133,0.02455275100621098
1376,Smartphone,Indianapolis,3655.480518165458,2,731.0961036330916,4386.576621798549,0.0724891099517184
1184,Smartwatch,Denver,4126.731639744683,7,825.3463279489366,4952.07796769362,0.08197533634865616
1092,External Hard Drive,Fort Worth,771.6583999983432,10,154.33167999966864,925.9900799980118,0.014438129808150095
1328,Tablet,Seattle,2626.4721310552045,5,525.2944262110409,3151.7665572662454,0.05177529925188625
1433,Desktop Computer,San Diego,3411.2902802877034,2,682.2580560575407,4093.548336345244,0.06757359086994356
1831,Laptop,Dallas,2220.845492853629,6,444.1690985707258,2665.014591424355,0.043610085533743355
1320,Laptop,Columbus,1954.6662540101856,11,390.9332508020371,2345.5995048122227,0.03825193060061186
1089,Gaming Console,Austin,192.59769369974308,3,38.519538739948615,231.1172324396917,0.002781709895320814
1501,Desktop Computer,San Francisco,4378.81054539959,7,875.7621090799181,5254.572654479509,0.08704965333048378
1467,Laptop,Austin,4532.187285367718,12,906.4374570735436,5438.624742441261,0.09013710800748513
1578,External Hard Drive,Austin,326.72871737802006,4,65.34574347560401,392.0744608536241,0.005481750699894784
1290,Desktop Computer,San Antonio,731.9115139637277,3,146.38230279274555,878.2938167564732,0.013638029941577662
1164,Laptop,Columbus,1273.3589512823082,1,254.6717902564617,1528.03074153877,0.02453729943346434
1506,External Hard Drive,Seattle,3332.7881982629483,7,666.5576396525897,3999.345837915538,0.0659933537339082
1275,Gaming Console,Charlotte,2716.312159676066,3,543.2624319352133,3259.574591611279,0.05358376784109382
1798,Gaming Console,Austin,3514.7948754465297,9,702.958975089306,4217.753850535835,0.06965712548204092
1229,Drone,Denver,4922.276492207425,1,984.455298441485,5906.73179064891,0.09798955516704322
1738,External Hard Drive,Los Angeles,560.4672507632574,10,112.09345015265149,672.5607009159089,0.010186878271687301
1160,Laptop,Seattle,123.88099707086026,5,24.776199414172055,148.65719648503233,0.0013984513488227253
1469,Smartwatch,Washington D.C.,3576.97904551178,9,715.395809102356,4292.374854614136,0.07090888508224694
1866,Digital Camera,New York City,3719.951164067856,9,743.9902328135713,4463.941396881428,0.07378689602581294
1856,Desktop Computer,Phoenix,2895.122403669806,7,579.0244807339612,3474.146884403767,0.05718319578713666
1829,Digital Camera,San Francisco,3411.2902802877034,1,682.2580560575407,4093.548336345244,0.06757359086994356
1842,Tablet,San Diego,4934.792545896354,5,986.9585091792708,5921.751055075624,0.09824150176929537
1145,Smartphone,Houston,3926.723195540678,4,785.3446391081357,4712.067834648813,0.07794919127199236
1317,Smartwatch,Los Angeles,4098.360580408855,9,819.672116081771,4918.032696490625,0.08140423045700604
1437,Tablet,San Antonio,54.40956143029546,6,10.881912286059093,65.29147371635456,0.0
1996,Smartphone,Phoenix,2613.485324647552,3,522.6970649295104,3136.182389577062,0.051513876456024565
1050,External Hard Drive,San Jose,78.88734946127951,3,15.777469892255905,94.66481935353542,0.0004927348250759153
1711,Digital Camera,Dallas,35920.37977057223,4,7184.075954114447,43104.455724686675,0.7219775142594483
1092,Tablet,Chicago,3803.2863069015193,11,760.6572613803039,4563.943568281823,0.0754644220741162
1273,Drone,Seattle,2064.120725163995,12,412.824145032799,2476.944870196794,0.04045523547560635
1772,External Hard Drive,San Francisco,2195.437507409979,9,439.0875014819958,2634.5250088919747,0.04309862595057917
1837,Smartphone,Seattle,4650.444903307214,5,930.0889806614427,5580.533883968657,0.09251761913110276
1473,Drone,Denver,3411.2902802877034,1,682.2580560575407,4093.548336345244,0.06757359086994356
1130,Wireless Earbuds,Jacksonville,3411.2902802877034,8,682.2580560575407,4093.548336345244,0.06757359086994356
1787,Tablet,Seattle,1530.031222364642,5,306.0062444729284,1836.0374668375705,0.02970408028937762
1811,Laptop,Indianapolis,552.3497916054566,8,110.46995832109133,662.819749926548,0.010023474829631304
1190,Gaming Console,San Antonio,3588.0013361707097,4,717.6002672341419,4305.601603404852,0.07113076242070941
1065,Desktop Computer,Jacksonville,2935.8310077347223,11,587.1662015469445,3522.997209281667,0.058002654917905384
1652,Laptop,Chicago,4707.324233063996,8,941.4648466127992,5648.789079676795,0.09366259295646097
1464,Smartwatch,Chicago,3500.888315840646,5,700.1776631681292,4201.065979008776,0.06937718816882703
1544,Smartwatch,Chicago,522.1817591529259,4,104.43635183058518,626.6181109835111,0.009416196092902058
1359,External Hard Drive,Seattle,4622.408516531383,5,924.4817033062766,5546.890219837659,0.09195325015641177
1187,External Hard Drive,Jacksonville,3157.1115666445157,4,631.4223133289032,3788.533879973419,0.06245700501478113
1707,Gaming Console,Houston,1083.4509714917338,4,216.69019429834677,1300.1411657900803,0.020714475447727452
1183,Desktop Computer,New York City,4677.9762738677355,6,935.5952547735473,5613.571528641282,0.09307182219226447
1634,Digital Camera,San Antonio,3398.9152919301423,5,679.7830583860285,4078.698350316171,0.0673244838952463
1491,Drone,New York City,2222.102738318042,8,444.4205476636084,2666.5232859816506,0.04363539372838909
1224,Laptop,Austin,3142.150669310858,3,628.4301338621717,3770.58080317303,0.06215584401439387
1383,Smartphone,San Francisco,1763.507431652498,9,352.7014863304996,2116.2089179829977,0.0344039273097546
1981,Desktop Computer,Dallas,3411.2902802877034,7,682.2580560575407,4093.548336345244,0.06757359086994356
1367,Smartwatch,Indianapolis,3211.454960602043,1,642.2909921204086,3853.7459527224514,0.06355093076827648
1127,Smartwatch,Houston,776.6313593519441,12,155.32627187038884,931.9576312223328,0.014538234860702413
1506,Wireless Earbuds,Austin,2202.288684069767,6,440.45773681395343,2642.7464208837205,0.043236539283628375
1084,Tablet,Phoenix,1500.5154251125552,5,300.10308502251104,1800.6185101350663,0.029109930966016623
1955,Desktop Computer,Fort Worth,4394.384738186028,8,878.8769476372056,5273.261685823233,0.0873631598919676
1808,Wireless Earbuds,Houston,2548.1548191984075,3,509.6309638396815,3057.785783038089,0.050198781516324203
1887,Desktop Computer,Chicago,4277.485016217205,3,855.4970032434411,5132.982019460646,0.08500998304515367
1619,Smartwatch,Dallas,94.13289980048889,12,18.826579960097774,112.95947976058666,0.0007996258550197838
1202,Desktop Computer,Jacksonville,4715.823843787132,3,943.1647687574264,5658.988612544559,0.09383368906194145
1670,Smartphone,Washington D.C.,2312.491139083175,12,462.498227816635,2774.9893668998097,0.04545490098057722
1230,Digital Camera,Philadelphia,1288.1541412890804,11,257.63082825781606,1545.7849695468965,0.024835124765995368
1411,Wireless Earbuds,Los Angeles,3144.8854124517093,10,628.9770824903419,3773.862494942051,0.06221089405328747
1024,Laptop,Philadelphia,4160.6570268060495,7,832.13140536121,4992.788432167259,0.0826582501657934
1175,Digital Camera,Charlotte,1779.2621478418112,8,355.85242956836225,2135.1145774101733,0.034721067784859436
1755,Desktop Computer,Austin,1683.5231467131116,7,336.70462934262235,2020.227776055734,0.032793853613612436
1472,Smartphone,San Francisco,363.3015473418185,10,72.6603094683637,435.9618568101822,0.006217957212996897
1258,External Hard Drive,San Antonio,3078.6909564323987,12,615.7381912864798,3694.4291477188785,0.060878407896189264
1907,Tablet,Denver,2540.5814462877265,10,508.1162892575453,3048.697735545272,0.05004633046267281
1053,Gaming Console,Indianapolis,951.7042194126036,4,190.34084388252072,1142.0450632951242,0.018062429733553483
1714,Digital Camera,Columbus,37605.95475754198,11,7521.190951508396,45127.145709050375,0.7559079288584135
1189,Drone,Houston,4195.303379183198,7,839.0606758366396,5034.364055019837,0.0833556769249623
1492,Wireless Earbuds,Seattle,3404.4900518025765,5,680.8980103605154,4085.388062163092,0.0674367031173062
1221,Laptop,Houston,3411.2902802877034,7,682.2580560575407,4093.548336345244,0.06757359086994356
1299,Digital Camera,Seattle,3427.547396378295,2,685.509479275659,4113.056875653954,0.06790084459250204
1347,Tablet,San Antonio,4738.88251521292,7,947.776503042584,5686.659018255505,0.09429785724646396
1275,Smartphone,San Jose,73.25950935629339,10,14.65190187125868,87.91141122755207,0.0003794471045443279
1635,Laptop,Phoenix,2259.0760962435406,5,451.81521924870816,2710.891315492249,0.04437966281948626
1796,Smartwatch,Phoenix,220.56043948017305,3,44.11208789603461,264.67252737620765,0.0033445964859441964
1948,Drone,San Francisco,1281.5462747329989,4,256.30925494659976,1537.8555296795987,0.02470210923503667
1087,Smartwatch,Seattle,3411.2902802877034,10,682.2580560575407,4093.548336345244,0.06757359086994356
1242,Gaming Console,Seattle,4531.709465939513,4,906.3418931879028,5438.051359127416,0.09012748956189372
1434,Digital Camera,Houston,3011.7569814005415,6,602.3513962801084,3614.10837768065,0.059531035313453814
1028,External Hard Drive,Chicago,3959.909937768794,10,791.9819875537588,4751.891925322553,0.07861723626061272
1827,Digital Camera,San Antonio,3586.614271683936,1,717.3228543367873,4303.937126020723,0.0711028409853087
1042,Digital Camera,Austin,4254.147678992078,7,850.8295357984157,5104.977214790493,0.08454020535279008
1858,Smartphone,Indianapolis,1953.1372008693584,11,390.6274401738717,2343.76464104323,0.03822115095128555
1298,Digital Camera,Dallas,1455.1344109764234,8,291.0268821952847,1746.1612931717082,0.028196416802325434
1322,Laptop,Charlotte,639.9041305677893,5,127.98082611355784,767.8849566813471,0.011785932770628027
1346,Gaming Console,Fort Worth,4670.897246787733,1,934.1794493575468,5605.076696145279,0.09292932225862842
1010,Wireless Earbuds,Los Angeles,1099.9931475972471,10,219.99862951944945,1319.9917771166963,0.021047467392890457
1382,Tablet,Charlotte,4589.184966899754,6,917.8369933799509,5507.021960279704,0.09128446423934197
1103,External Hard Drive,San Antonio,2978.38813074494,10,595.677626148988,3574.065756893928,0.05885932450486442
1803,Gaming Console,Houston,4645.6578695346225,6,929.1315739069246,5574.789443441547,0.09242125673734461
1861,Tablet,Denver,1860.373774882052,3,372.0747549764104,2232.4485298584623,0.03635383473711453
1446,Tablet,Washington D.C.,1351.9420298421164,3,270.3884059684233,1622.3304358105397,0.026119167019664588
1187,Smartphone,Phoenix,1356.1796403023066,12,271.23592806046133,1627.4155683627678,0.0262044695905586
1307,Tablet,Austin,4428.377350210268,2,885.6754700420536,5314.052820252321,0.08804742693923658
1431,Wireless Earbuds,Charlotte,314.02875215986415,3,62.80575043197283,376.834502591837,0.005226101981460045
1873,Digital Camera,Denver,2397.7441234279763,3,479.54882468559526,2877.2929481135716,0.047171032939689
1500,Laptop,Columbus,4637.56068286677,6,927.512136573354,5565.072819440124,0.09225826137798693
1602,Gaming Console,Dallas,4499.515897253763,9,899.9031794507526,5399.419076704516,0.08947943703301066
1060,Smartwatch,Dallas,49731.81571434992,10,9946.363142869985,59678.1788572199,1.0
1476,Smartwatch,Columbus,2189.4852734441984,8,437.8970546888397,2627.382328133038,0.0429788082220235
1288,Gaming Console,Jacksonville,3436.616737057947,9,687.3233474115895,4123.9400844695365,0.06808340929106407
1847,External Hard Drive,Phoenix,3222.3680410920247,1,644.4736082184049,3866.8416493104296,0.06377060971963695
1377,Wireless Earbuds,Jacksonville,3983.828100561134,7,796.7656201122268,4780.593720673361,0.07909870589931958
1326,Tablet,Indianapolis,3411.2902802877034,9,682.2580560575407,4093.548336345244,0.06757359086994356
1040,Smartwatch,San Diego,4879.2678191062005,11,975.8535638212402,5855.12138292744,0.09712379593297948
1797,Smartwatch,Houston,3407.1344927568844,7,681.4268985513769,4088.561391308261,0.06748993538442916
1312,Smartwatch,Columbus,3411.2902802877034,3,682.2580560575407,4093.548336345244,0.06757359086994356
1568,Desktop Computer,New York City,3411.2902802877034,8,682.2580560575407,4093.548336345244,0.06757359086994356
1328,Gaming Console,Denver,552.8906172675376,3,110.57812345350752,663.468740721045,0.010034361582865081
1097,Laptop,San Jose,717.5674940424462,3,143.51349880848926,861.0809928509354,0.013349286606687613
1307,Digital Camera,Jacksonville,1736.8017124922703,10,347.3603424984541,2084.1620549907243,0.03386634450847023
1510,External Hard Drive,Chicago,3079.180668741084,2,615.8361337482169,3695.016802489301,0.06088826574398385
1266,External Hard Drive,Charlotte,4718.734741966511,7,943.7469483933024,5662.481690359813,0.09389228507982568
1126,Drone,Denver,495.551121097908,7,99.1102242195816,594.6613453174896,0.008880124664916424
1862,Tablet,Jacksonville,671.9791295644433,2,134.39582591288865,806.3749554773319,0.01243159850643394
1813,Digital Camera,Los Angeles,1862.0903123827884,8,372.4180624765577,2234.508374859346,0.03638838842326014
1999,Desktop Computer,Jacksonville,3411.2902802877034,6,682.2580560575407,4093.548336345244,0.06757359086994356
1482,Smartwatch,Houston,2441.0870041146295,4,488.2174008229259,2929.3044049375553,0.048043519730831694
1225,Desktop Computer,Charlotte,3730.528811034479,3,746.1057622068959,4476.634573241375,0.07399982274211657
